TIMESTAMP_MS,X_GYRO_LOW,X_GYRO_OUT,Y_GYRO_LOW,Y_GYRO_OUT,Z_GYRO_LOW,Z_GYRO_OUT,X_ACCL_LOW,X_ACCL_OUT,Y_ACCL_LOW,Y_ACCL_OUT,Z_ACCL_LOW,Z_ACCL_OUT,TEMP_OUT,TIME_STAMP,DATA_CNTR,X_DELTANG_LOW,X_DELTANG_OUT,Y_DELTANG_LOW,Y_DELTANG_OUT,Z_DELTANG_LOW,Z_DELTANG_OUT,X_DELTVEL_LOW,X_DELTVEL_OUT,Y_DELTVEL_LOW,Y_DELTVEL_OUT,Z_DELTVEL_LOW,Z_DELTVEL_OUT,XG_BIAS_LOW,XG_BIAS_HIGH,YG_BIAS_LOW,YG_BIAS_HIGH,ZG_BIAS_LOW,ZG_BIAS_HIGH,XA_BIAS_LOW,XA_BIAS_HIGH,YA_BIAS_LOW,YA_BIAS_HIGH,ZA_BIAS_LOW,ZA_BIAS_HIGH,FILT_CTRL,RANG_MDL,MSC_CTRL,UP_SCALE,DEC_RATE,FIRM_REV,FIRM_DM,FIRM_Y,PROD_ID
11608,324594549,4952,-69071698,-1054,226456663,3455,-23631407,-361,109983699,1678,-219538172,-3350,253,0,48954,184198,2,-42844,-1,128558,1,-9315,-1,43962,0,-88448,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
11674,79441566,1212,-381913101,-5828,156589271,2389,-35908832,-548,112712851,1719,-160463137,-2449,254,0,49088,47105,0,-216315,-4,88709,1,-14855,-1,45110,0,-63456,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
11742,319330076,4872,13946717,212,97862656,1493,-106207540,-1744,59615818,909,-284022152,-4334,256,0,49222,180344,2,7641,0,60584,0,-45382,-1,24846,0,-114761,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
11809,183548490,2800,-32872463,-502,244512864,3730,-103508985,-1580,88361318,1348,-273733965,-4177,254,0,49356,104105,1,-20594,-1,139396,2,-41431,-1,35286,0,-109526,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
11876,119067584,1816,-356340870,-5438,225460897,3440,-110741713,-1684,100181354,1528,-261265461,-3987,256,0,49490,67177,1,-202432,-4,129775,1,-44218,-1,39880,0,-104372,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
11946,100967095,1540,-947934092,-14465,136816051,2087,-74081917,-1131,81622196,1245,-242554809,-3702,253,0,49629,55104,0,-536972,-9,75051,1,-31058,-1,30774,0,-96922,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12014,345682699,5274,-303600748,-4633,300583264,4586,-221602377,-3382,36706738,560,-252187726,-3849,253,0,49765,195619,2,-171144,-3,171599,2,-89105,-2,13934,0,-102031,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12084,111219982,1697,-262058188,-3999,225358570,3438,-226418890,-3455,40693757,620,-235562748,-3595,253,0,49905,63215,0,-148360,-3,127367,1,-91147,-2,16184,0,-94509,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12158,-214223648,-3269,-298313426,-4552,695634062,10614,-284996147,-4349,82878435,1264,-211062125,-3221,253,0,50051,-120643,-2,-169705,-3,396322,6,-113073,-2,36778,0,-84236,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12228,47187104,720,-39293123,-600,320820186,4895,-261926730,-3997,91004866,1388,-219329393,-3347,253,0,50190,26712,0,-22015,-1,186921,2,-106027,-2,38551,0,-88418,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12298,-92226127,-1408,49054786,748,504336626,7695,-135587138,-2069,144093138,2198,-154300060,-2355,254,0,50332,-52429,-1,26519,0,286704,4,-54396,-1,58219,0,-62009,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12302,-86680927,-1323,32826367,500,498451836,7605,-140765130,-2148,142606790,2176,-151254478,-2308,254,0,50340,-49065,-1,17983,0,283415,4,-56798,-1,58436,0,-60791,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12372,-114865009,-1753,-85608344,-1307,588726273,8983,-150116670,-2291,86502632,1319,-192594078,-2939,253,0,50478,-66084,-2,-38884,-1,335249,5,-59940,-1,34978,0,-78055,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12442,-171563403,-2618,165586308,2526,650063074,9919,33720266,514,219519934,3349,-11538160,-144,253,0,50619,-96168,-2,94312,1,369177,5,14032,0,87176,1,-3277,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12512,-339220958,-5177,20867565,318,592905780,9047,-134922,-3,184000053,2807,-101302340,-1546,252,0,50757,-193953,-3,12209,0,337139,5,-281,-1,73909,1,-38308,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12582,-135906214,-2074,100818477,1538,576590545,8798,153061588,2335,220313700,3372,17647814,269,255,0,50898,-77521,-2,56873,0,262179,4,60817,0,88978,1,7446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12655,4496090,68,184071486,2808,606682977,9257,176476966,2692,115368355,1760,-27701153,-423,254,0,51043,2092,0,104471,1,345511,5,72554,1,45796,0,-11124,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12733,177914001,2714,311302844,4750,451059226,6882,188524549,2876,91164231,1333,25297044,386,252,0,51198,101439,1,177067,2,257264,3,74406,1,36146,0,9527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12743,133683689,2039,381279189,5817,453620749,6921,182863197,2790,99572870,1519,19848681,302,254,0,51220,75666,1,221676,3,257565,3,73623,1,39312,0,9938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12818,65381624,997,685909822,10466,298760762,4558,249120381,3801,59898391,913,189067089,2884,253,0,51370,39781,0,391914,5,169137,2,101491,1,24881,0,75002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12894,-335727629,-5123,706245623,10776,566792345,8648,150072411,2289,-28437568,-460,171612478,2618,253,0,51520,-191959,-3,399294,6,322846,4,65221,0,-11765,-1,70185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
12970,59882461,913,562063487,8576,314379787,4797,107000698,1632,-56564031,-864,193185059,2947,253,0,51673,34052,0,318172,4,180512,2,42576,0,-23208,-1,77765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13045,109857331,1676,87040809,1328,292196644,4458,91516797,1396,-56616055,-864,250235492,3818,255,0,51823,65423,0,49632,0,166130,2,36797,0,-22262,-1,100168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13123,44164292,673,207862420,3171,159612021,2435,77499609,1182,-77181755,-1178,239680802,3657,253,0,51977,25136,0,116913,1,90981,1,31280,0,-30343,-1,96863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13134,46424565,708,155689949,2375,154687409,2360,87110171,1329,-74544213,-1138,262021279,3998,255,0,51999,26374,0,88493,1,87731,1,34935,0,-30398,-1,105560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13215,160726876,2452,264141344,4030,166624505,2536,33989040,518,-58060522,-886,219621003,3351,252,0,52160,90867,1,142465,2,94245,1,13620,0,-22957,-1,88229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13291,56010330,854,151597099,2313,124662147,1902,10619971,162,-39282245,-600,263763449,4024,252,0,52312,32197,0,88963,1,70839,1,4149,0,-15936,-1,105734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13366,54015247,824,138178068,2108,123711358,1887,-18958944,-290,-22555521,-345,240297119,3659,253,0,52463,30413,0,78036,1,70595,1,-7695,-1,-10220,-1,96522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13374,47772042,728,97056622,1480,128705666,1972,-23953480,-366,-19778062,-302,236643180,3610,253,0,52479,27292,0,52383,0,73596,1,-9655,-1,-7934,-1,95050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13450,104579889,1595,81030404,1236,106055992,1618,-31288934,-478,-8515774,-130,267877923,4087,253,0,52629,59198,0,45555,0,59681,0,-12413,-1,-4065,-1,107895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13524,147381537,2248,17664355,269,61112587,932,-53159888,-812,1305145,19,254008693,3875,254,0,52778,83842,1,10988,0,34911,0,-20898,-1,1273,0,102052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13598,204925219,3126,-5937148,-91,-3131559,-48,-22939534,-351,58844743,897,302184713,4610,254,0,52926,117121,1,-2902,-1,-2172,-1,-9522,-1,23507,0,121306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13673,161622851,2466,-175671028,-2681,-165456388,-2525,-18364910,-273,61083471,932,274282077,4185,254,0,53074,92263,1,-99576,-2,-94349,-2,-7245,-1,24786,0,110044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13748,131725691,2009,190106494,2900,-242052167,-3694,16343911,249,46315313,706,253983343,3875,256,0,53225,74008,1,107670,1,-137776,-3,6821,0,18081,0,102414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13757,90648128,1383,162837411,2484,-258270616,-3941,16490974,251,44429111,677,273855598,4178,254,0,53242,51647,0,91273,1,-147236,-3,6293,0,18406,0,109842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13832,40425277,616,-56385536,-861,-165998538,-2533,-30896453,-472,98264476,1499,285301845,4353,252,0,53392,23711,0,-32749,-1,-94553,-2,-12162,-1,39304,0,114722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13906,-525558,-9,-515790867,-7871,-548187654,-8365,-37374499,-571,100072834,1526,320250870,4886,254,0,53541,1122,0,-288222,-5,-312004,-5,-15471,-1,38481,0,130128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
13982,23521116,358,-166328935,-2538,-382823161,-5842,6516626,99,76508359,1167,220649910,3366,252,0,53691,12490,0,-95955,-2,-220087,-4,2695,0,30425,0,88686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14057,-69400882,-1059,-164563912,-2512,-202706331,-3094,-43695032,-661,82473769,1258,233718144,3566,253,0,53840,-40226,-1,-94520,-2,-114378,-2,-15942,-1,33402,0,94423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14134,-169001208,-2635,-2301133,-36,-56030143,-855,-647366,-10,55585564,848,210198837,3207,254,0,53995,-99382,-2,-2020,-1,-31889,-1,-262,-1,22421,0,84710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14145,-224820668,-3431,-51479846,-786,-51047353,-779,-1273931,-20,51862793,791,238112334,3633,253,0,54016,-128922,-2,-29709,-1,-28961,-1,-605,-1,20722,0,96505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14223,-139798771,-2134,-24425607,-373,10372019,158,10094636,154,55846022,852,295503418,4509,253,0,54172,-78974,-2,-12587,-1,6625,0,4998,0,22991,0,118861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14302,-126722601,-1934,21183347,323,-63276889,-966,9106150,138,31894702,486,279025743,4257,254,0,54330,-71589,-2,11915,0,-36213,-1,3405,0,12411,0,111660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14377,-121923944,-1861,-31565479,-482,-33186922,-507,-10766858,-177,10336256,157,270019094,4120,254,0,54479,-69102,-2,-17916,-1,-17627,-1,-4806,-1,4076,0,108444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14454,-268450320,-4097,-22415209,-343,41556787,634,-4145231,-64,-22963787,-351,243114742,3709,253,0,54633,-153131,-3,-13576,-1,23587,0,-1632,-1,-9315,-1,97653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14463,-345379747,-5271,-90736089,-1385,22687659,346,8425941,128,-25614539,-391,215657454,3290,254,0,54651,-195366,-3,-54744,-1,12806,0,2938,0,-9514,-1,87902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14540,-2227455,-34,11504368,175,85114445,1298,18438832,281,-62924691,-961,248960861,3798,253,0,54805,-2201,-1,6927,0,48717,0,8081,0,-25149,-1,99711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14617,11582753,176,-944990,-15,46007717,702,-16851731,-258,-56593636,-864,277904267,4240,252,0,54958,6904,0,79,0,26576,0,-6669,-1,-22398,-1,111656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14694,21610631,329,10373125,158,-13908392,-213,15024160,229,-79953682,-1220,230919150,3523,254,0,55112,11959,0,5592,0,-8370,-1,6249,0,-32064,-1,92726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14770,-115845031,-1768,7099983,108,-73466332,-1122,-13080978,-200,-88805933,-1356,268454447,4096,253,0,55265,-65367,-1,4680,0,-40736,-1,-5223,-1,-32145,-1,107794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14779,-98217851,-1499,28913384,441,-61227420,-935,-856520,-14,-78391888,-1197,268166477,4091,254,0,55281,-55989,-1,16393,0,-33728,-1,-404,-1,-30802,-1,107569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14857,17501866,267,24121185,368,-3402572,-52,-6051995,-93,-81392350,-1235,255282976,3895,253,0,55438,9694,0,14049,0,-1743,-1,-1439,-1,-31903,-1,100431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
14934,115783350,1766,13625468,207,-31043845,-474,-37739299,-576,-48446228,-740,261449188,3989,253,0,55592,66448,1,6550,0,-16963,-1,-13671,-1,-19702,-1,102524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15011,193892272,2958,13463683,205,-58652087,-895,-13947872,-213,-21998281,-336,259198034,3955,253,0,55743,110418,1,7468,0,-32923,-1,-5831,-1,-9264,-1,103994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15090,145561288,2221,-66067284,-1009,23670375,361,-4803725,-74,8803557,134,291214583,4443,253,0,55902,82827,1,-39436,-1,14265,0,-1715,-1,3401,0,116805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15098,155497383,2372,-144383430,-2204,32615663,497,-4059602,-62,33830175,516,263374988,4018,254,0,55918,88629,1,-82179,-2,18670,0,-1367,-1,15993,0,105912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15175,546555,8,1726730,26,83507417,1274,-4312324,-66,-1260570,-20,260482061,3974,254,0,56072,311,0,1024,0,47874,0,-2763,-1,-2163,-1,105151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15253,-3686955,-57,4278189,65,24419628,372,-2394733,-37,2856136,43,263220088,4016,256,0,56227,-2042,-1,2162,0,13544,0,-1335,-1,799,0,105784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15336,1634730,24,774815,11,-14145366,-216,928071,14,-2528097,-39,261085159,3983,253,0,56392,1004,0,192,0,-8009,-1,337,0,-1088,-1,104953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15346,12385198,188,-1380337,-22,-7306859,-112,-84119,-2,-822271,-13,262409981,4004,253,0,56413,7102,0,-825,-1,-4332,-1,-85,-1,-314,-1,105472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15424,-543914,-9,1049708,16,4493373,68,544009,8,-288592,-5,262574472,4006,253,0,56568,-198,-1,558,0,2556,0,145,0,-78,-1,105504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15500,-606684,-10,2744496,41,4216319,64,1005518,15,-209843,-4,263002593,4013,253,0,56720,-308,-1,1580,0,2359,0,385,0,-133,-1,105642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15576,-268664,-5,1158528,17,-884108,-14,-82623,-2,172016,2,263190452,4015,254,0,56872,-192,-1,826,0,-540,-1,-63,-1,111,0,105737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15652,-329704,-4,965515,14,-742394,-12,-6580,-1,152263,2,262943416,4012,256,0,57024,-169,-1,547,0,-635,-1,28,0,39,0,105612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15661,-467667,-8,745748,11,-1217387,-19,243951,3,159144,2,263070320,4014,254,0,57041,-192,-1,425,0,-597,-1,94,0,38,0,105610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15735,-148433,-3,1003390,15,-1084076,-17,53883,0,90495,1,262824474,4010,253,0,57190,-122,-1,590,0,-598,-1,33,0,6,0,105554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15812,-476304,-7,1136770,17,-1219637,-19,-165482,-3,203576,3,262479828,4005,253,0,57344,-160,-1,704,0,-695,-1,-62,-1,29,0,105453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15887,449545,6,621642,9,-64087,-1,-42987,-1,291532,4,262778837,4009,253,0,57493,218,0,392,0,-18,0,61,0,1,0,105606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15962,-133557,-3,838651,12,-61681,-1,-157614,-3,-242152,-4,262850007,4010,254,0,57642,-57,-1,436,0,-152,-1,-51,-1,-16,0,105593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
15972,191603,-7,827216,12,-333533,-6,-95110,-2,404794,6,264133578,4030,253,0,57662,-228,-1,529,0,-55,-1,154,0,77,0,105415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16047,-468334,-8,885100,13,-673849,-11,-321121,-5,173243,-2,263093625,4014,253,0,57811,-193,-1,542,0,-307,-1,-51,-1,-22,-1,105632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16122,-279063,-5,738901,11,-401503,-7,433121,6,167252,2,262923182,4011,253,0,57960,-196,-1,383,0,-74,-1,164,0,46,0,105624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16197,-472750,-8,1080445,16,-674858,-11,81171,1,136763,2,262873941,4011,253,0,58111,-232,-1,537,0,-404,-1,76,0,143,0,105608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16271,-13550,-1,676313,10,-743040,-12,-549774,-9,-170650,-3,262637327,4007,252,0,58260,-64,-1,366,0,-288,-1,-221,-1,21,0,105582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16350,-464223,-8,758237,11,-537073,-9,-99856,-2,-2128,-1,262934997,4012,253,0,58415,-265,-1,507,0,-481,-1,-29,-1,-47,-1,105647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16359,-469029,-8,1155150,17,-606792,-10,-330194,-6,-193865,-3,263160965,4015,254,0,58434,-230,-1,658,0,-249,-1,-141,-1,-115,-1,105687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16435,-668414,-11,738719,11,-561643,-9,920481,14,-33510,-1,262769550,4009,253,0,58586,-325,-1,557,0,-365,-1,384,0,33,0,105560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16511,-469406,-8,1222403,18,-607028,-10,78191,2,266146,4,262856414,4010,256,0,58737,-192,-1,736,0,-192,-1,11,0,117,0,105546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16587,-406312,-7,750713,11,142106,2,-1048136,-16,-134967,-3,263342216,4013,253,0,58889,-213,-1,445,0,42,0,-380,-1,-94,-1,105614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16661,-144671,-3,879729,13,-539289,-5,496761,7,74188,1,262687821,4008,252,0,59036,-176,-1,577,0,-249,-1,226,0,45,0,105555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16669,-665024,-11,884849,13,-673165,-11,130683,1,-47857,-1,263053747,4013,254,0,59053,-360,-1,503,0,-384,-1,11,0,-21,-1,105630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16748,-347438,-6,327847,5,-469326,-10,1128724,17,236845,3,263299539,4017,251,0,59209,-179,-1,301,0,-326,-1,471,0,157,0,105723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16823,-135972,-3,557104,8,-469504,-8,-624626,-10,138879,2,262698572,4008,253,0,59360,-59,-1,355,0,-210,-1,-252,-1,69,0,105483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16902,62775,0,1158625,17,-1832033,-28,-3797377,-58,4455452,67,263118008,4014,255,0,59517,36,0,685,0,-888,-1,-1478,-1,1792,0,105679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16981,-603904,-10,1082566,16,-402397,-7,396264,6,-192112,-3,263413575,4019,253,0,59675,-401,-1,594,0,-249,-1,138,0,-43,-1,105752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
16989,-607537,-10,872884,13,-538229,-9,12855,0,-145959,-3,263148875,4015,253,0,59692,-253,-1,516,0,-249,-1,14,0,-69,-1,105667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17068,-607895,-10,1075233,16,-470707,-8,1067966,16,478928,7,263108150,4014,253,0,59849,-366,-1,649,0,-133,-1,445,0,162,0,105673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17149,-205916,-4,620318,9,-129809,-2,253688,3,537548,8,262734786,4009,253,0,60010,-136,-1,409,0,-229,-1,91,0,250,0,105536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17227,-726584,-12,829434,12,-60389,-1,-879757,-14,-101135,-2,262852857,4010,253,0,60165,-339,-1,587,0,-36,-1,-348,-1,-7,-1,105527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17236,-326151,-5,971462,12,-944706,-15,-140120,-3,308785,4,262618659,4007,255,0,60182,-223,-1,494,0,-480,-1,-67,-1,81,0,105590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17316,48562,0,809616,12,-132039,-3,-525109,-9,-93613,-2,262721356,4008,252,0,60343,46,0,480,0,-37,-1,-241,-1,-83,-1,105616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17393,-72550,-2,1229960,18,-540092,-9,640108,9,161225,1,263195641,4016,253,0,60498,-60,-1,585,0,-269,-1,291,0,49,0,105656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17472,-338067,-6,956847,14,-130532,-2,953256,14,762956,11,262646695,4007,254,0,60655,-230,-1,467,0,-113,-1,474,0,292,0,105398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17549,-534020,-9,953645,15,-335454,-6,-485063,-8,-117745,-2,262589631,4006,252,0,60809,-193,-1,562,0,-288,-1,-185,-1,-50,0,105566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17559,-133110,-3,770499,11,74101,1,-146726,-3,223147,3,260500153,3974,254,0,60828,-95,-1,474,0,-171,-1,-34,-1,44,0,104674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17635,-348346,-6,802020,12,-198975,-4,-1207300,-19,-271515,-5,262968565,4012,252,0,60979,-199,-1,573,0,-75,-1,-458,-1,-41,-1,105598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
17713,-596257,-4,831891,12,209792,3,1377403,21,-105536,-2,263069653,4014,254,0,61136,-60,-1,433,0,-36,-1,465,0,20,0,105608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,193,2000,0,263,771,8225,16505
